,text,toxicity
1399,i could cut it,0.0074743987061083
1400,well he asked me to get my fit bum to the kitchen for a refill so thats good right,0.0109018189832568
1401,you bury your grandma in this mold,0.0386999659240245
1402,when i told the gym manager it was my butt he called me a liar,0.9937306642532348
1403,come on let me give her just one good left hook,0.0091010546311736
1404,it has to be implanted in your brain,0.9555327892303468
1405,why dont you stop fucking with our lives,0.9993394017219543
1406,burning dog poo and the human response,0.0070432694628834
1408,you make that sound rather shitty lewis,0.9920195937156676
1409,he bit her throat out spraying a great gout of blood,0.1705386191606521
1410,it didnt seem to bother prior but then it seemed to mona that prior didnt much give a shit what eddy said,0.9773308038711548
1411,in a word hes a teacher a guide a coach a guru a shaman,9.714542102301492e-05
1412,with this sword i do smote thee,0.9861555695533752
1413,got anything where a pimp isnt beating his hoe,0.0037415651604533
1414,im a noseless freak,0.0194237418472766
1415,destroy the brain right,0.0250958651304245
1416,in the meantime it looks like well have to return these to their owners and bring you in polish prick mark,0.9664802551269532
1418,you played your butt off son,0.9950153231620787
1419,but i think you know the badass who did,0.0017185007454827
1420,does anyone have such a nit for a chum,0.0663905963301658
1421,coconut water is for closers,0.0022221093531697
1422,nigger that aint nothing but bait,0.99899822473526
1423,hes trying to avoid eating one of my wifes homemade donuts,0.0001058297493727
1425,therell be people whove been battling cancer like mad bastards for a year sixteen months,0.9783164858818054
1426,go park it motherfucker,0.999642252922058
1427,you make her fucking stomach turn,0.998948872089386
1428,but my landlords another fucking story trying to kick me out of my home,0.9972435235977172
1430,porno,0.0018868343904614
1431,gladia looked at the closed door and said between her teeth i dislike that man intensely,0.018605250865221
1432,we know you will for it comes to us all,3.830406785709784e-05
1433,our last apes are in zoos,0.0696337819099426
1434,apologise damn you,0.9996339082717896
1435,methinks these frat losers have a duplication artifact,0.9932685494422911
1436,circle of shit,0.9994864463806152
1437,hey come on mutt,0.0015919383149594
1438,didnt we buy that monkey once,0.0041675246320664
1439,you think just because its the last day of school you can sit and socialize the entire period,3.757479862542823e-05
1440,god damn your eyes said hornblower,0.9974900484085084
1441,youre gonna live to humiliate yourself another day,0.8340410590171814
1442,an african was roundly fucking him now,0.9993929862976074
1443,princess look at these silly creatures he had told her pointing to the gargoyle rainspouts with their mouths gushing water,0.9738120436668396
1444,wicked costume baby,0.971236765384674
1445,nothing but a street haint with dyed hair and a record collection,0.0006851131911389
1446,every week theyd put one of those rats on the front page of the paper a big picture give their names addresses what crimes they were committing here every week right there for the city to see,0.932181179523468
1447,because man somewhere in one of these memories is the evidence,4.112112219445408e-05
1448,soon they will be worthless to you,0.2654135227203369
1449,it was trash day,0.979225218296051
1450,ill show you and your damned horse he yelled furiously swinging the stick wildly at tug,0.9979913234710692
1451,i thought you guys would think i was nuts,0.7065305113792419
1452,that rat,0.9791637063026428
1453,its a way of helping the poor unfortunate jews,0.770459771156311
1454,you guys might be keeping the country safe but your cafeteria sucks,0.9984816908836364
1455,as long as youre in oatley ill pet you when i want and ill beat you when i want,0.0402407422661781
1456,with the tape and our testimony from your performance today your lawsuit is dead,0.0003668416175059
1457,ill give meone of those lowlife whores give her a nice car a bunch of credit cards lots of cash in return sheil take care of the kids and give me sex on demand,0.9983172416687012
1458,why dont you just cut my heart out and have done with it,0.1212930828332901
1459,this songs weird,6.735912029398605e-05
1460,so you damn well better leave me alone,0.9105735421180724
1462,why the heck would anyone leave you,0.0458660461008548
1463,well end all war,0.0158141888678073
1464,im fucking bleeding,0.9636957049369812
1465,barney i killed eldritch thats why they put up that monument to me,0.0188205502927303
1466,i thought you told those fuckin assholes never to call here this late,0.9991870522499084
1467,listen billy im not paying you a dime,0.0001499604695709
1468,when youve seen your old guy friends you dont try to hump me into a coma,0.0206914637237787
1469,either i did murder fuller and i cant remember or im being framed,0.0016299652634188
1470,hes mazed hypnotized  doomed,0.0010672718053683
1471,i suggest we begin thinking about a large scale delivery system a way to infect their ships and destroy them at the microsc,0.0020034150220453
1472,were gonna burn,0.9905898571014404
1473,hes got no use,5.263947241473943e-05
1474,youre choking them,0.0264853276312351
1475,who is this terribly ugly fiend who so rudely intervened,0.98879736661911
1476,i hate,0.8150629997253418
1478,if lois gets a tan the kid could kick through her stomach,0.953326404094696
1479,you dont understand i am accusing you of collaborating with that monster,0.9887890219688416
1480,you tell me you dont wanna get back at this asshole and ill drop it,0.9994432330131532
1481,im still here doing the same shit work,0.9983816146850586
1482,you see the night i last took evie out when there was all that fuss your father came to me,6.232631858438253e-05
1483,derek zoolander just tried to kill the prime minister of malaysia,0.9836091995239258
1484,stilton sent me to the capital to get some government shit,0.9986706972122192
1485,i know you was with that ho,0.0004886595415882
1486,what kind of weird shit,0.9844194054603576
1487,if they had teeth they wouldve bit you,0.0632633566856384
1488,your death will make no difference to this world and i no longer take orders from ml6,0.9169902205467224
1489,could gyoko be lying for her own advantage that impertinent bloodsucker,0.9948278069496156
1490,ive looked around trust me but no one ever told me a damn thing,0.7898392677307129
1491,bugger that,0.0028068895917385
1492,what are you talking about,4.046247704536654e-05
1494,he looked through the back window as it hauled his torso into the open air and in a dream he saw daddy at the gate his face looking so so ridiculous,0.9876285791397096
1496,fuck,0.9996581077575684
1497,because i live there and you drive me fucking nuts as it is,0.990865170955658
1498,holy shlt a lawyer,0.0035969268064945
1499,no no dont be silly,0.9992321729660034
1500,get those cameras the hell outta here,0.0439740270376205
1501,absolutely and the looser cant refuse,0.0055112917907536
1502,my younger brother is actually going to shag my girlfriend,0.9818115830421448
1503,in the stone age youd get up kill an antelope and knob the corpse,0.0290305186063051
1504,the rebs have decided that damn bridge is the key to this whole area,0.9972621202468872
1505,and even though i may be just a familiar but i believe ive earned the right to not be treated like a goddamn shoeshine boy,0.9898657202720642
1506,ugh i am not a cheap museum booty call,0.0024926862679421
1507,im gonna shoot you with adrenaline,0.9980350136756896
1508,i cant fucking face anybody,0.9905580282211304
1509,well theres nowhere for you to violently assault me in private here,0.0289611276239156
1510,i know you want to have sex with me,0.9963780045509338
1511,gryilus the father of young phylon i slashed his face with a whip,0.958397626876831
1512,the guy is evil,0.9963002800941468
1513,always remember go for the red first because if you dont your opponent will,6.333172495942563e-05
1514,i repeat do not fire unless fired upon,0.0035742330364882
1515,well this is unbelievable you think you can come in here and take me out get the hell outta here,0.0242270082235336
1517,those are only for taking selfportraits and pics of your snooze for vagalentines day which is every day,0.0094475010409951
1518,if the crazy polish woman was lurking in the back yard she would see the light go on,0.9964599013328552
1519,the two men each fired shots into sonnys body then kicked him in the face to disfigure his features even more to show a mark made by a more personal human power,0.0350284837186336
1520,its something french or equally fucked up,0.997812271118164
1521,his wife bangs everybody,0.979854166507721
1522,give me a gun and ill do it myself,0.8838670253753662
1523,sigarnis cabin was in sight now and he could see the black bitch lady sitting hi the dust before it,0.9992194175720216
1524,hes prone to outbursts but his heart is in the right place,0.000309566326905
1525,oh christ,6.38498313492164e-05
1526,something really big is about to happen and it deals with politicians gangs crooked cops todays the day im gonna bring it all down,0.0423152633011341
1527,and we fucking tipped three of yasgurs cows man right there at the top of that hill,0.8728646636009216
1528,the woman is wasted here,0.7721951007843018
1529,we permitted ourselves to be shooed out like children,0.0015986702637746
1530,quick a miracle you swindler,0.9322794675827026
1531,im colonel berman all right but i dont know anything about any goddamn chair,0.9934676289558412
1532,what the hell has happened,0.0944464579224586
1535,i had a crazy notion that maybe you could fulfill a prophecy once told to me by another old man before he died,0.0005401099333539
1536,inez shut up,0.9995222091674804
1537,so now that hes dead you can just pick over his corpse at cutrate prices,0.0158695969730615
1538,mate you look like shit,0.9996803998947144
1539,no no no no cass has got a good point i mean if shes gonna make a shifter army why make one thats this sick gooey and dying,0.96407949924469
1540,we returned mikes money kevins ok we dropped the fucking doctor off,0.9962706565856934
1541,was i supposed to just come out and die,0.0334452874958515
1542,you know its been over two months since weve had sex,0.2024499475955963
1543,youre too old for him anyway hag,0.9957914352416992
1544,doesnt anybody care that i have a finely crafted gun pointed at this boys head,0.9206880331039428
1545,that bastard is no buddha,0.99958997964859
1546,and then a few years later youil die,0.995374858379364
1547,were cold it is us your mistresses,0.9418380856513976
1548,cordell get this damn thing off me,0.999508261680603
1549,ill better piss off home get some dinner to those bloody kids of mine,0.9989859461784364
1550,worf on the bridge during the fight when you dropped your guard how did you know i would not kill you,0.2649034559726715
1551,theyre supposed to keep people out not in for fucks sake,0.9891608357429504
1552,eric jack whatever his fucking name is,0.9993526339530944
1553,tastes like fish sperm anyway,0.0068588098511099
1554,the world insisted on making an outcast of him insisted on seeing him as either a sevenfoot buffoon with a monkeys face or a threatening monster,0.9605939984321594
1555,so youre saying whoever did fry them is going to try to kill you,0.9901082515716552
1556,dont think of it as a total loss,4.182342308922671e-05
1557,if they did not find food within the day they would die,0.0204645693302154
1558,i was my fuckin i mean its been the weeks been crazy,0.8314562439918518
1559,your bullshit assassin you paid him to throw us off,0.9997058510780334
1560,as much as i hate to agree with a mere apprentice the kid knows what hes talking about,5.484348730533384e-05
1561,my ass he was trying to prove himself to the guy who slept with his wife,0.9994801878929138
1562,we are crushing this pregnancy,0.0004817893495783
1563,what are you talking about,4.046247704536654e-05
1564,you do realize once this is over i will find a way to vanquish you,0.0105114355683326
1565,12 idiots were captured and the hostages myself included were freed,0.9995357990264891
1566,please these jerks dont even have orange juice,0.9986312985420228
1567,why did you do this fuck,0.999624490737915
1568,ted kaczynski looked like a hobo puked another hobo,0.9975075721740724
1569,it was run by a morose fat man named hubert kelly who dyed his hair black and complained constantly that his electronic pacemaker was on the verge of electrocuting him,0.9812774062156676
1570,someone who wouldve never gave birth to your ugly ass,0.9995737671852112
1571,or maybe my life is really fine maybe joe loves me and im only crazy thinking otherwise,0.000953446724452
1572,cause i wanna fucking know thats why,0.7148690223693848
1573,hey what the hell,0.9123581051826476
1574,but if you are fucking with me you will be in a wooden box understand,0.9982032775878906
1575,what the hell is wrong with you man,0.9975591897964478
1576,yeah i didnt know she was gonna shank a guy,0.9563071727752686
1577,useless he thought remembering the day when his last pencil had grown too small to sharpen,0.8602073788642883
1578,you said that already herman fuck,0.999680757522583
1579,so yeah its a bit lame,0.0031279646791517
1580,open your eyes you dumb shit,0.9996912479400636
1581,if you want to be a dork  or take the money,0.9949597120285034
1582,well dump him in a lake,0.9863166213035583
1583,we will issue a warrant for his elimination,0.9755226373672484
1584,no if he dies torture me kill me you will never get that money,0.998847484588623
1585,after they ambushed us the cowards fled back into the woods,0.0343960784375667
1586,wreck those things and then build them again,0.9354804754257202
1587,he sounded like a black guy,0.1045941784977912
1588,youre going for that gruff doctor routine but you just come off sounding like a cartoon pirate gladys,0.0162526648491621
1589,aditya dont be stupid,0.9996854066848756
1590,and then i had a clear shot at him,0.0200217757374048
1591,when could i have poisoned you,0.003707185620442
1592,unless its the white wire,0.0001888671249616
1593,how about america eff yeah from that team america movie,5.724755828850903e-05
1595,got you fucker,0.999653697013855
1596,true priests are those of us who protect the innocent fight injustice hypocrisy and filthy lucre,0.9726777076721193
1597,the police have been a pain in the ass lately,0.9926260113716124
1599,you are an escaped criminal arent you,0.7858115434646606
1600,where are you going,4.455393354874104e-05
1601,and you look like ass,0.998859167098999
1602,trying to think of what does not kill you,0.011279072612524
1603,a real german dont do that,0.0043330732733011
1604,some camp a bunch of saxons and a load of fags,0.9991300702095032
1605,it s too dirty i think,0.069551296532154
1606,my father hes been a wreck for weeks,0.0003986430238001
1607,the drow smiled in satisfaction as his scimitar slashed out to meet it cutting right through,0.0135852731764316
1608,these guys were bullies,0.9913936257362366
1609,you like your meat well dead,0.9872559309005736
1610,your mothers so tough,0.8147808313369751
1612,pushing the dolly ahead of him almost without realizing it and feeling like the imprisoned princess in some fuckedup fairytale he ran into the office,0.9776906371116638
1613,hey you want to hold zane down while i beat the crap out of him or you want to take turns,0.1186688095331192
1614,we stay strong we turn off our phones and we hope that one day she will be her normal crazy self again,0.0127717815339565
1615,what the hells all that noise,0.0902693197131156
1616,i dont like being rough with old ladieseven if they are lying gossips,0.9620012044906616
1617,i watched all of them fucking die,0.9987239241600036
1618,at least you got rid of the damn pipe,0.9989882111549376
1619,its tendrils stretched it moved without disturbing its idiot feeders,0.9996073842048644
1620,according to your statement youre a shortcon operator,0.0001672097132541
1621,me and alice watts were like damn it must be pretty cool to be chris pratt,0.9780072569847108
1622,tuck your head in little buddy,0.0057808845303952
1623,in some tales it is his son who slays him,0.003338455222547
1624,unfortunately killing us isnt a problem,0.966559648513794
1625,mostly were gonna miss kicking his ass in the office pool but again,0.9990721940994264
1626,he shuffled over there and was lying on her bunk when she came in,0.0005724958609789
1628,if im mad i dont shut up and hold it in like you,0.983579695224762
1629,it looks ridiculous,0.995565950870514
1630,all i want is more crap,0.9994871616363524
1631,tell us about your doxies pilot,0.0078520011156797
1632,no i just want to toss this vegan crap,0.9994295239448548
1633,hes just a stupid boy wait,0.9996894598007202
1634,there is a new day dawning in bolton village and if solstein donagan if they step out of line if they dont fulfill their promises then i will smack them back into shape,0.0020458495710045
1635,why the helid you do that,0.0005916993250139
1636,the encoding is totally underpowered to cover up their defects,5.0089765863958746e-05
1637,i was sweating like a pig and i still felt cold,0.8984432220458984
1638,by the way your breath smells disgusting,0.9966135621070862
1639,because your mommy didnt have any fucking money,0.9971244931221008
1640,fivesecond rule,6.73895119689405e-05
1641,damn with embarrassing  again,0.9977071285247804
1642,i want all your cell phones blackberries whatever you got communication device in this basket now,0.0001726215850794
1643,dont make me hurt you,0.0017844669055193
1644,by the way those handbags totally saved my ass,0.9948362112045288
1645,i get that someones being a sore loser,0.8496532440185547
1646,bastards weve been planning this for months,0.9994699358940125
1647,oh im a sham,0.0238255709409713
1648,if thats your only advice is to just be strong jesus christ i could talk to the fucking rock out here itd probably tell me something more useful than that,0.9744521975517272
1649,youre such a boogersnot she said but put some twentyodd cents in my outstretched hand,0.9196969270706176
1650,thats a fat wad,0.0106052653864026
1651,you keep shooting and from different places make them think that were together,0.0082151191309094
1652,got vampire werewolf slaughter mayhem et cetera et cetera,0.1742003411054611
1653,youre kidding right,5.507172681973316e-05
1654,im taking you to shore,0.0002324644010514
1655,father of incest may we be damned,0.9984309077262878
1656,its venom could kill a grown man inside 15 minutes,0.0063625071197748
1657,who the fuck told you that,0.9993428587913512
1658,hey cool your ass old man before i,0.9993816614151
1659,a week after nuclear armageddon the world will be populated by nothing but cockroaches and alan harper,0.9576916694641112
1660,were gonna kick jesse kong and the rest of his crew,0.996797263622284
1661,we could be rich in six months and get out of this goddamned and blasted desert for ever,0.9748129844665528
1662,if youre not careful ill come and breathe all over you,0.9287015199661256
1663,shit  move,0.9989018440246582
1664,same way i know he has funnycolored hair and a pierced nose,0.0005754514131695
1665,im talking about my testes the true seed of male virility the engine that drives the train,0.0411011725664138
1666,every time i open my mouth she goes crazy,0.9758777618408204
1667,on your tail,0.0035885248798877
1668,hey come on no bullshit friends,0.9924930930137634
1669,this beard is fake,0.0027272396255284
1670,id tell him to shut the fuck up so i can get some sleep,0.9991400241851808
1671,bitch,0.9994043111801147
1672,hadrian expels the jews from judea,0.9526671767234802
1673,so i went nuts on her dolls,0.9689411520957948
1674,she dies tonight,0.0025856513530015
1675,no but im not an idiot you know,0.9318807721138
1676,im being crazy,0.0081339981406927
1677,youre grrreat,0.8729116916656494
1678,what if i dont take care of you after i got the world championship youll be miserable,0.9667140245437622
1679,stand up and show yourselves or ill be forced to open fire,0.0815256088972091
1680,if id listened to them id be like them damn,0.9990905523300172
1681,shit gets to me too you know but i take it in i let it out on my own terms,0.9754113554954528
1682,youve succeeded in turning me into a frickin jack in the box,0.968771755695343
1683,im starting to regret this shit,0.999430239200592
1684,his mouth was bloodstained his neat beard and mustache thick with my blood,0.2229769676923751
1685,yeah his weirdass brother too yeah,0.95346999168396
1686,id sayi lo you and then id kiss you,0.773206353187561
1687,you made him a monster in your own mind because you couldnt handle the grief of losing him,0.0799742043018341
1689,hey why dont us trash go get some drinks and cool down,0.9511287212371826
1690,a little slap slap me,0.9690898060798644
1691,our name is waldo harry and jean waldo shut up,0.9949053525924684
1692,my balls are still vibrating,0.9904198050498962
1693,today we return to earth to once and for all annilihate its petty inhabitants,0.0188230033963918
1694,no hes just trying to get me some vag,0.820587158203125
1695,look at me you think im afraid of the fucking consequences,0.9981441497802734
1696,i dont wanna see you around here again,0.0148294828832149
1697,religion is flawed but only because man is flawed,0.9738008975982666
1698,give her the contract lets be rid of her,0.973947286605835
1699,youll die like themthough,0.9731000661849976
1700,youre getting rusty sean,0.0108376834541559
1701,youre a complicated chick,0.091623306274414
1702,since most hackers are white males their companies are disaster areas when it comes to diversity and it follows that all of the diversity must be concentrated in the one or two employees who are not hackers,0.1124779358506202
1703,can you say it straight out before i have a fucking birthday,0.9963453412055968
1704,travis just stab me in the thigh ok,0.9986711740493774
1705,fucking the star,0.9996392726898192
1706,wouldnt you rather just fuck me and never know,0.9979704022407532
1707,be quiet or the bench will crack from sadness,0.0007443647482432
1708,offense get out there,0.0002712303539738
1709,shit if it was 14 and had a teacher who looked like that and wanted it,0.9990241527557372
1710,harvey gonna be getting you boy,0.0003683170652948
1711,hes impeccably honest and extremely dull,0.0193106848746538
1712,and ill bring my lazyass husband with me too,0.9876787066459656
1713,you threw away your marriage when you refused to sign a prenup okay,5.5297117796726525e-05
1714,what the fuck you playin,0.9994749426841736
1715,louiss brain and belly and inner ears were whirling,0.0430327951908111
1716,a crafty killer thats who,0.9730821847915648
1717,dont let it kill us all,0.0036830061580985
1718,the scifi club is not for losers,0.953273355960846
1719,this trial is full of nonsense like this fake evaluation,0.8726831078529358
1720,but his son was really evil,0.0416561365127563
1722,announcer the ailing owner is too sick to supervise his staff,0.0012326010037213
1723,dont take me easy cause im a spinster,0.0034257255028933
1724,the official version stinks,0.9161564707756042
1725,sighs i would just cut it up right now,0.0018999946769326
1726,silence  want to shoot,0.0489223450422287
1727,dont you know spock owes tarzan a shit load,0.9928077459335328
1728,weil all be dead before were through hurrah,0.9835970997810364
1729,your emil strago just killed my garage man and physically assaulted my person,0.9683972001075744
1730,so if you want to live to see tomorrow dont screw it up,0.0009691829327493
1731,every fucking time i fuck up,0.9991759657859802
1732,your mind is not working like it used to,0.0068411561660468
1733,she came in the kitchen and i shot her on in the head,0.9862931966781616
1734,youre so very right,4.339668885222636e-05
1735,then you must be killing yourself over hooking up with anton huh,0.8823320865631104
1736,call them what you will boy but remove them,0.0362295620143413
1737,now take your thumb and put it in your mouth like a little schoolgirl,0.1517922431230545
1738,my zach what a great big snake you have,0.9349833726882936
1739,let millions be murdered,0.9967790246009828
1740,concentrate on us id only done it twice and now i could articulate why men love sex so much,0.026647301390767
1741,i strike you as an angry black militant,0.9826394319534302
1742,so if you ever tell me what to do i will end you,0.993293285369873
1743,what kind of monster had she let herself become,0.8048927783966064
1744,all right hold on you goof,0.9655168056488036
1745,actually im kinda hoping you have an evil twin,0.7179270386695862
1746,hes the grifter,0.0735348165035247
1747,just them crazy birds,0.9883877635002136
1748,i havent got a fucking clue what im reading about,0.9802095890045166
1749,think youre smart dont you,0.0002159658906748
1750,hey if he was mad at you because you wouldnt have sex with him,0.9876800775527954
1751,what did you do at the annexe,4.054799137520604e-05
1752,you be quiet,0.0021310679148882
1753,if you kill the head of the gestapo,0.9986520409584044
1754,fucking jeanyves  pull yourself together,0.9992775321006776
1755,dont you call my stuff junk,0.029983939602971
1756,the wild ass boy came home to his wild ass mother,0.998636782169342
1757,american soldier your wives are back at home having sex with bart simpson and bert reynolds,0.9969180822372437
1758,he treated you like crap just like your real daddy,0.9995087385177612
1759,put the dead thing down,0.0051026060245931
1760,so you can prescribe this shit for me legal,0.999387264251709
1761,hey wheres the bloody key,0.1295728534460067
1762,shes mad,0.0106886941939592
1763,oh god were gonna die,0.1109773367643356
1764,for some reason that made garion feel a bit less foolish,0.9830132126808168
1765,sometimes they blow shit up,0.9977972507476808
1766,so what youre saying is you think the leprechauns body was in that pedestrian underpass when the sinkhole happened,5.233744377619587e-05
1767,did you just take another damn case on my vacation man,0.998149871826172
1768,child killers corpse fuckers drug zombies and fullblown wackoloons wondering the landscape in search of truth and fun,0.9965180158615112
1769,weve done our duty you know to civilization weve procreated and now we can die,0.0629522055387497
1770,are you shittin me,0.88128662109375
1771,okay do you remember when you asked me to tell you when youre acting really crazy,0.0214639343321323
1772,we wont come out this road again as it leads to where he is because it inflames ee so,0.0002279845939483
1773,i came with fuckin flowers cause i know ive been fuckin up all this time,0.8705079555511475
1774,he said id be rubbish at joseph and ill never make it in the school play and if i do i would let the school down,0.8809016346931458
1775,well sometimes warlocks dont freeze or blow up,0.0004203412972856
1776,sure sitting and whining about how hard your life is thats the way to go all right,0.0062927487306296
1777,not wired him up he is a bomb,0.9658150672912598
1778,its all bullshit,0.9991768002510072
1779,yeahdumbo that wouldnt let you cheat off his math test,0.0039361361414194
1780,what so finding another man sexy makes me gay,0.929457426071167
1781,gosh thats so funny i feel like that was forever ago,5.026029248256236e-05
1782,i would never use you like that because i know the difference between what we have and this stupid office,0.9996851682662964
1783,thanks bitch,0.999688982963562
1784,youre disgusting,0.9995694756507874
1785,lady donothing,0.0036912497598677
1786,luckily there was still one shithole left to fix the middleearth,0.7888254523277283
1787,he wants to cash in liquidate take his fucking money and run home,0.9971020817756652
1788,hear that trash ranken,0.9996612071990968
1789,it was juds face dead and staring it was the dented ruined face of victor pascow eyes rolling mindlessly it was mirrorlike louiss own so dreadfully pale and lunatic,0.9840355515480042
1790,a warm melon,5.112559665576555e-05
1791,cuff em,0.0230419933795928
1792,mr anthony you seem very interested in the subject of murder,0.0003882343007717
1793,who did this shit to you,0.9996668100357056
1794,he stopped and bowed and stood dumb,0.9991163611412048
1795,an orgasm is a physical phenomenon and i can help there,0.9809229969978333
1796,damn we were dying to meet her man,0.9973785877227784
1797,you can feel the machine crawling in your brain,0.0729871243238449
1798,so the easiest way for lavelle to get what he wants is to eliminate you with one of his curses,0.985187530517578
1799,two coloreds fucked up a robbery,0.9935815334320068
1800,im pretty sure marcel and the witches did that,0.0153725212439894
1801,what if in fact   youre just disgusting,0.7356855273246765
1802,ok well then you bite the fuckin bullet and you take her to a hospital and call a lawyer,0.9986207485198976
1803,my grandma said i was a fool,0.9826744198799132
1804,a pal of mine filmed him,4.790849197888747e-05
1805,well that wont last long shes a bit of a dodohead,0.930199921131134
1806,get in the car con man,0.9788171648979188
1807,hes an unconscious head case with a tube down his throat,0.9844143390655518
1808,hey guys look the new kid just got beat up by the redheaded girl,0.0228238254785537
1809,theres someone out there getting murdered and were gonna bother the police no,0.0019065546803176
1810,killing my brother was a mistake,0.0189462546259164
1811,i i guess rico attacked her and he started draining her but then someone walked in on them so he stopped and it just,0.0005542939179576
1812,hed said my father was crazy and called my uncles scum from the gutter,0.9975692629814148
1813,i hate that cheer,0.0001688303891569
1814,noone even goes to the privy without a piece of paper,8.866937423590571e-05
1815,hes a white devil,0.9991907477378844
1816,stop fucking around jack time is of essence,0.9992303848266602
1817,i would have destroyed myself but a wise old queen,0.0013268358306959
1818,forgive the americans are a lot of things the president vice fraud and even the steak k amstw,0.0060419617220759
1819,well start working on your mental autopsy cause i could use your theories,0.7468109726905823
1820,i mean so help megodi let him drown,0.9312136173248292
1821,wait here hit them hard and pray for success,0.9689708948135376
1822,rayna dont pull that dna crap with me,0.9960376024246216
1823,why dont you give it a big kiss,0.0048152906820178
1824,if they march along unfought withal then i will sell my dukedom to buy a slobbery and dirty farm in that nookshotten isle of albion,0.0425849519670009
1825,i know its gone but you max you cant fucking touch it,0.9717496037483216
1826,again with multiple erections if you dont count i dont,0.871067225933075
1827,whenever i watched television my eyes rested on cleavages,0.0029673834796994
1828,no one wants to lift a little fucking finger to help,0.9955161213874816
1829,tell him van sent you and remember dont be a fool,0.9993630051612854
1830,that was how the human beings taught a coward a lesson and won a war shadow,0.9427245259284972
1831,what the hell are you doin back in santa fe,0.9760506749153136
1832,the satanic salesmen will destroy the world,0.9902712106704712
1833,im a meat popsicle,0.0280489008873701
1834,bravo,5.877946750842966e-05
1835,you have two minutes to kill it,0.994120180606842
1836,he said he dealt in antique jewellery and the schmuck was wearing a wire,0.9965705871582032
1838,the beaten the sad the losers in lifes great game,0.0609297901391983
1839,its disgusting its horrible,0.0133633622899651
1840,maybe duncan saw a rat and decided to do a little brain surgery on it but i dont think so,0.9684833884239196
1841,get away from me you old wolf,0.990710198879242
1842,damn you karma,0.9992042183876038
1843,im pretty sure that the ghost had a violent death,0.0170195642858743
1844,i ran out of bullets like an asshole when i changed the clip a guy who i thought i killed wasnt dead and shot me,0.9960364699363708
1845,nothing youre a bad liar frost,0.9984639883041382
1847,damn right,0.9672740697860718
1848,give me the antidote now murderer,0.9935373663902284
1849,but i couldnt find his legs,0.0005808569258078
1850,i told you to stay right befuckingside me brian,0.99447363615036
1851,let go you monster,0.9982126951217652
1853,an eccentric old bean this,0.079054057598114
1854,but i shot him with a nine millimetre,0.7772590517997742
1855,damn it you said you werent gonna drink,0.998022437095642
1856,ill give you a beating,0.996236264705658
1857,you fucking hurt my sister huh,0.9982818365097046
1858,a terrible dancer too,0.0317434556782245
1859,man its like training a freaking dog,0.9849949479103088
1860,any guy who offers sex to women on the rebound lives in constant fear of the returning husband,0.9742899537086488
1861,what the hell,0.9664942026138306
1862,and they will die too if the land dies,0.9633833765983582
1863,tell him this is the last time i chauffeur your ass,0.9991829991340636
1864,oh hell,0.0301653537899255
1865,chinese gun source is laying low since the immigration snafu its going to be weeks before we see any of that shit,0.999371349811554
1866,thats why darken wood is evil,0.829472005367279
1867,well if you think about it everyone dies,0.0100840022787451
1868,london is our empires heart but the east end its arsehole,0.956917643547058
1870,the boy a filthy urchin looked like one for whom bravado was as important as life,0.983549952507019
1871,on your journey to becoming a pure zombie,0.2222440391778946
1872,anything can happen when two people share a cell coz um ill go,5.968074401607737e-05
1873,like selling isis out from under us,0.0005433293408714
1874,he was just in time to see a stocky africanamerican leaping into the center of the aisle brandishing a machine pistol,0.0594382174313068
1877,is there any more breast,0.0277196932584047
1878,guess its not a good day to be a bad guy huh skank,0.009699385613203
1879,its a shame i have to break it up,0.0001798981102183
1880,this sowbellied whore of a ships going to get to harbor tonight,0.9992067217826844
1881,oh does fuck mean something naughty im just a little boy,0.9938256740570068
1882,actually im more worried about the lesbian thats outside of me trying to get in,0.8010029196739197
1883,and his younger brother dzhokhar recovering from gunshot wounds in a boston hospital while waiting to be put on trial for his life seems to have been a pathetic follower who acted less out of deep conviction than out of fraternal love,0.9388867020606996
1884,were gonna find a way to beat the devil okay,0.011835160665214
1885,would you like a cut here,0.0002028832386713
1886,kid please you oughtnt to go around throwing stones and things,0.0006598699255846
1887,get your damn boss on the phone,0.9995644688606262
1888,youre gonna shoot federal agents,0.9120198488235474
1889,youre winning on your own terms,5.530640191864222e-05
1890,they played me harry,6.552090781042352e-05
1891,i dont give a shit what happens to bob,0.994099259376526
1892,look i say we head home before we become butt buddies to a pack of toothless hillbillies,0.0344918631017208
1893,holy crap i dont think anyones supposed to see you,0.9903156161308287
1894,death,0.9817771315574646
1895,dont get dead,0.0100772585719823
1896,stupid forget you man you did it okay,0.9997119307518004
1897,are you somebodys fool,0.9915368556976318
1898,the toilets theyre absolutely disgusting,0.9398680329322816
1899,how naive can you be dev,0.0188527721911668
1900,if you dont like what i have to say fuck me,0.9994454979896544
1901,who is he names william mcteer from san francisco serial child rapist served six years at pelican bay,0.0423021130263805
1902,you are the executioner,0.9588198065757751
1903,so im supposed to what go in there and pretend i didnt just call her a classless hussy and mean it,0.9588792324066162
1904,cast me out to sea with sharks i dont care,0.0272778179496526
1905,go ahead and pick your poison,0.0131634483113884
1906,in the window were hundreds of books about fucking and buggery and murder and a street guide to new york city and a model of the statue of liberty with a thermometer on it,0.9825321435928344
1907,elistan is of no use to me,0.0003671473823487
1908,shut up the guff,0.998455047607422
